Name KA;Bundesland;Rechtswert;Hochwert;Koordinatensystem;Ausbaugröße;Jahresabwassermenge [m^3/a];Abwassereinigung;pl_n_tech;pl_p_tech;pl_uv;pl_chlorination;pl_ozonation;pl_sand_filtration;pl_micro_filtration;pl_other;pl_other_comment;N-Ablauffracht [kg/a];P-Ablauffracht [kg/a];Einleitgewässer;Flusseinzugsgebiet;Flussgebietseinheit;lat;long
NEUHAUSEN A.D.FILDERN                                       ;BW;3522201;5393683;GAUSS_KRUEGER_3GS;15000;1629900;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);25589;2119;Sulzbach;Rhein;Rhein;48.68033735;9.30046154
Wanderup;SH;3522246;6061668;GAUSS_KRUEGER_3GS;4000;(null);weitergehende Beh.;1;1;0;0;0;0;0;0;(null);(null);(null);Jerrisbek;Eider;Eider;54.68401141;9.34386914
SKA WAIBLINGEN - HEGNACH;BW;3522480;5414584;GAUSS_KRUEGER_3GS;25000;1602390;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);14902;1122;Rems;Rhein;Rhein;48.86827428;9.30538805
SKA BCH-Buchen                                              ;BW;3522489;5488531;GAUSS_KRUEGER_3GS;28000;2800000;weitergehende Beh.;1;0;0;0;0;0;0;0;(null);15400;3360;Morre;Rhein;Rhein;49.53317421;9.30963711
Silberstedt;SH;3522524;6041893;GAUSS_KRUEGER_3GS;3600;260189;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);2623;989;Rumbrandenau;Eider;Eider;54.50635436;9.3466607
SKA Grasbeuren                                              ;BW;3522572;5287730;GAUSS_KRUEGER_3GS;10000;826444;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);4959;83;Seefelder Aach;Rhein;Rhein;47.72747397;9.29988682
Frielendorf;HE;3522605;5650150;GAUSS_KRUEGER_3GS;4600;866482;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);5016.93;2079.55;Ohebach;Weser;Weser;50.98611382;9.32086767
Frielendorf;RI;3522605;5650150;GAUSS_KRUEGER_3GS;4600;866482;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);5016.93;2079.55;Ohebach;Weser;Weser;50.98611382;9.32086767
2520062001 KA Hameln;NI;3522655;5776623;GAUSS_KRUEGER_3GS;200000;8353861;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);32582;3592;Weser;Weser;Weser;52.1228389;9.3297167
SKA ZV GKA SULMTAL  ELLHOFEN;BW;3522782;5446334;GAUSS_KRUEGER_3GS;40000;4336890;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);31226;1735;Sulm;Rhein;Rhein;49.15375538;9.3112804
SKA WAIBLINGEN                                              ;BW;3522899;5411603;GAUSS_KRUEGER_3GS;70000;3184321;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);34072;2866;Rems;Rhein;Rhein;48.84145352;9.31093306
SKA FREUDENBERG;BW;3522913;5511480;GAUSS_KRUEGER_3GS;4600;498477;weitergehende Beh.;1;0;0;0;0;0;0;0;(null);1944;1595;Main;Rhein;Rhein;49.73949041;9.31683178
SKA SCHEER                                                  ;BW;3523060;5325450;GAUSS_KRUEGER_3GS;5000;562778;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);4615;619;Donau;Donau (normales Gebiet);Donau (normales Gebiet);48.06669611;9.30839819
SKA OBERES BOTTWARTAL - OBERSTENFELD                        ;BW;3523156;5430731;GAUSS_KRUEGER_3GS;15000;1519195;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);14432;1519;Bottwar;Rhein;Rhein;49.013443;9.31551669
Bad Orb;HE;3523162;5566914;GAUSS_KRUEGER_3GS;25000;1999777;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);8039.1;2119.76;Orb;Rhein;Rhein;50.23785148;9.32361715
Bad Orb;RI;3523162;5566914;GAUSS_KRUEGER_3GS;25000;1999777;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);8039.1;2119.76;Orb;Rhein;Rhein;50.23785148;9.32361715
Liebenau / Lamerden;HE;3523220;5710980;GAUSS_KRUEGER_3GS;12000;1398180;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);11646.83;1803.65;Diemel;Weser;Weser;51.53285153;9.3335661
Liebenau / Lamerden;RI;3523220;5710980;GAUSS_KRUEGER_3GS;12000;1398180;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);11646.83;1803.65;Diemel;Weser;Weser;51.53285153;9.3335661
SKA BEILSTEIN                                               ;BW;3523248;5433088;GAUSS_KRUEGER_3GS;9000;926980;weitergehende Beh.;0;1;0;0;0;0;0;0;(null);4542;2039;Söhlbach;Rhein;Rhein;49.03463335;9.31690896
SKA BUGGENSEGEL                                             ;BW;3523600;5289747;GAUSS_KRUEGER_3GS;19000;1150765;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);6214;460;Seefelder Aach;Rhein;Rhein;47.74557798;9.31369893
Lauterbach (Hessen) / Wallenrod;HE;3523640;5615182;GAUSS_KRUEGER_3GS;2100;339370;Zweitbehandlung;0;0;0;0;0;0;0;0;(null);1764.72;746.61;Bach von Wallenrod;Weser;Weser;50.67174363;9.33335748
Lauterbach (Hessen) / Wallenrod;RI;3523640;5615182;GAUSS_KRUEGER_3GS;2100;339370;Zweitbehandlung;0;0;0;0;0;0;0;0;(null);1764.72;746.61;Bach von Wallenrod;Weser;Weser;50.67174363;9.33335748
SKA ZV EICHBACHTAL                                          ;BW;3523736;5423338;GAUSS_KRUEGER_3GS;12000;808153;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);7193;485;Eichbach;Rhein;Rhein;48.94694383;9.32301505
Eggebek/Langstedt;SH;3523864;6053494;GAUSS_KRUEGER_3GS;5500;161870;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);777;53;Treene;Eider;Eider;54.61050863;9.36828841
SKA HOHENSTEIN-OBERSTETTEN                                  ;BW;3523941;5355756;GAUSS_KRUEGER_3GS;4500;269350;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);3017;54;(null);Donau (normales Gebiet);Donau (normales Gebiet);48.33920987;9.32192189
SKA KERNEN - KRÄTTENBACH                                  ;BW;3523970;5408760;GAUSS_KRUEGER_3GS;17000;677428;weitergehende Beh.;0;1;0;0;0;0;0;0;(null);9145;610;Krättenbach;Rhein;Rhein;48.81584857;9.32535774
Grebenhain / Ilbeshausen-Hochwaldhausen;HE;3524050;5598800;GAUSS_KRUEGER_3GS;2200;585861;Zweitbehandlung;0;0;0;0;0;0;0;0;(null);2993.75;1230.31;Schlitz;Weser;Weser;50.52446266;9.33809895
Grebenhain / Ilbeshausen-Hochwaldhausen;RI;3524050;5598800;GAUSS_KRUEGER_3GS;2200;585861;Zweitbehandlung;0;0;0;0;0;0;0;0;(null);2993.75;1230.31;Schlitz;Weser;Weser;50.52446266;9.33809895
SKA SCHWAIKHEIM                                             ;BW;3524096;5415311;GAUSS_KRUEGER_3GS;15000;776384;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);5279;466;Zipfelbach;Rhein;Rhein;48.87475105;9.32745734
Jübek;SH;3524167;6047331;GAUSS_KRUEGER_3GS;2400;165840;Zweitbehandlung;0;0;0;0;0;0;0;0;(null);6290;1104;Jübek;Eider;Eider;54.55513021;9.37247037
3570392065 KA Rotenburg;NI;3524236;5884830;GAUSS_KRUEGER_3GS;48000;1793282;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);12358;1119;Wümme;Elbe;Elbe;53.09515025;9.36072559
2574062007 KA Rodenberg;NI;3524432;5795273;GAUSS_KRUEGER_3GS;26000;1885692;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);4278.806575;1348.70494;RODENBERGER AUE;Weser;Weser;52.29036888;9.35700634
Frielendorf / Verna;HE;3524680;5652000;GAUSS_KRUEGER_3GS;3100;264081;Zweitbehandlung;0;0;0;0;0;0;0;0;(null);6794.8;1003.5;Ohebach;Weser;Weser;51.002658;9.35054323
Frielendorf / Verna;RI;3524680;5652000;GAUSS_KRUEGER_3GS;3100;264081;Zweitbehandlung;0;0;0;0;0;0;0;0;(null);6794.8;1003.5;Ohebach;Weser;Weser;51.002658;9.35054323
DENKENDORF                                                  ;BW;3524779;5395586;GAUSS_KRUEGER_3GS;15000;1410952;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);17778;988;Körsch;Rhein;Rhein;48.69735311;9.33558335
3584022001 KA Rethem;NI;3524830;5851200;GAUSS_KRUEGER_3GS;6000;252747;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);507.35;167.9;Wölpe;Weser;Weser;52.7929319;9.36701876
NUERTINGEN                                              ;BW;3524941;5389173;GAUSS_KRUEGER_3GS;62000;6033476;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);82055;7240;Neckar;Rhein;Rhein;48.63967865;9.33739866
SKA KERNEN - BEIBACH                                     ;BW;3524953;5407845;GAUSS_KRUEGER_3GS;6000;533027;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);2079;800;Beibach;Rhein;Rhein;48.80758218;9.33868692
SKA ENGSTINGEN-KOHLSTETTEN                                  ;BW;3525051;5362514;GAUSS_KRUEGER_3GS;7200;620223;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);8311;868;Große Lauter;Donau (normales Gebiet);Donau (normales Gebiet);48.39994081;9.33729532
Herbstein;HE;3525139;5603438;GAUSS_KRUEGER_3GS;3500;1019333;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);6829.53;2242.53;Alte Hasel;Weser;Weser;50.5661101;9.35376785
Herbstein;RI;3525139;5603438;GAUSS_KRUEGER_3GS;3500;1019333;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);6829.53;2242.53;Alte Hasel;Weser;Weser;50.5661101;9.35376785
SKA ZV GKW SECKACHTAL                                       ;BW;3525358;5468805;GAUSS_KRUEGER_3GS;19000;1529900;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);13769;1071;Seckach;Rhein;Rhein;49.35570171;9.34801182
SKA OSTRACH                                                 ;BW;3525461;5317813;GAUSS_KRUEGER_3GS;5800;871844;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);8544;1046;Ostrach;Donau (normales Gebiet);Donau (normales Gebiet);47.9979227;9.34016104
Wabern;HE;3525576;5662980;GAUSS_KRUEGER_3GS;8800;1546839;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);9342.9;2598.68;Riedwiesengraben;Weser;Weser;51.10131452;9.36408188
Wabern;RI;3525576;5662980;GAUSS_KRUEGER_3GS;8800;1546839;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);9342.9;2598.68;Riedwiesengraben;Weser;Weser;51.10131452;9.36408188
ZV PLOCHINGEN-ALTBACH-ZELL                                  ;BW;3525600;5398700;GAUSS_KRUEGER_3GS;55000;2462286;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);26100;2462;Zeller Bach;Rhein;Rhein;48.72532213;9.3469283
SKA MENGEN                                                  ;BW;3525630;5324820;GAUSS_KRUEGER_3GS;26700;1212900;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);15768;728;Ablach;Donau (normales Gebiet);Donau (normales Gebiet);48.06093262;9.34284317
SKA WAD-Walldürn                                            ;BW;3525682;5495458;GAUSS_KRUEGER_3GS;15000;1399375;weitergehende Beh.;1;0;0;0;0;0;0;0;(null);13994;1539;Marsbach;Rhein;Rhein;49.59532805;9.35419685
Bad Soden-Salmünster / Salmünster;HE;3525716;5570354;GAUSS_KRUEGER_3GS;26000;3132245;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);7924.57;3724.23;Kinzig;Rhein;Rhein;50.2686714;9.35964925
Bad Soden-Salmünster / Salmünster;RI;3525716;5570354;GAUSS_KRUEGER_3GS;26000;3132245;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);7924.57;3724.23;Kinzig;Rhein;Rhein;50.2686714;9.35964925
2574032011 KA Bad Nenndorf;NI;3525750;5801525;GAUSS_KRUEGER_3GS;21000;2067023;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);3428.752698;1161.772927;HASTER BACH;Weser;Weser;52.3464936;9.37680042
ZV NEUFFENER TAL - FRICKENHAUSEN                            ;BW;3525827;5384812;GAUSS_KRUEGER_3GS;30000;3375344;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);11814;3038;Steinach;Rhein;Rhein;48.60042684;9.34914981
Grebenhain / Vaitshain;HE;3525883;5596122;GAUSS_KRUEGER_3GS;3000;513507;Zweitbehandlung;0;0;0;0;0;0;0;0;(null);10080.14;1458.35;Schwarza;Weser;Weser;50.50031074;9.36376184
Grebenhain / Vaitshain;RI;3525883;5596122;GAUSS_KRUEGER_3GS;3000;513507;Zweitbehandlung;0;0;0;0;0;0;0;0;(null);10080.14;1458.35;Schwarza;Weser;Weser;50.50031074;9.36376184
Gudensberg / Maden;HE;3525900;5669080;GAUSS_KRUEGER_3GS;19950;1809520;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);6821.89;2334.28;Ems;Weser;Weser;51.15613012;9.36914488
Gudensberg / Maden;RI;3525900;5669080;GAUSS_KRUEGER_3GS;19950;1809520;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);6821.89;2334.28;Ems;Weser;Weser;51.15613012;9.36914488
SKA KERNEN - HALDENBACH;BW;3526035;5406724;GAUSS_KRUEGER_3GS;12000;794381;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);5243;636;Haldenbach;Rhein;Rhein;48.79745775;9.35334627
SKA BURGSTETTEN - BURGSTALL                             ;BW;3526167;5421896;GAUSS_KRUEGER_3GS;4600;392451;weitergehende Beh.;1;0;0;0;0;0;0;0;(null);3297;1020;Murr;Rhein;Rhein;48.93387971;9.35611005
SKA MÖCKMÜHL                                                ;BW;3526237;5463302;GAUSS_KRUEGER_3GS;15000;993230;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);9833;795;Jagst;Rhein;Rhein;49.30618545;9.35974984
3590132027 KA Drochtersen;NI;3526301;5953502;GAUSS_KRUEGER_3GS;7500;445143;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);890;489;Gauensieker Hafen;Elbe;Elbe;53.7120722;9.39727235
3594022033 KA Fredenbeck;NI;3526310;5933703;GAUSS_KRUEGER_3GS;20000;681201;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);429;156;Fredenbecker Mühlenbach;Elbe;Elbe;53.53418423;9.39573641
2520052009 KA Emmerthal;NI;3526548;5768713;GAUSS_KRUEGER_3GS;23000;865529;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);5629;1385.6;Weser;Weser;Weser;52.0515782;9.38594074
Beverungen. Osterfeld;NW;3526563;5727930;GAUSS_KRUEGER_3GS;35000;1414616;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);9494;1100;Weser;Weser;Weser;51.68504556;9.3830246
SKA ZV GKA BRETTACHTAL                                      ;BW;3526591;5454539;GAUSS_KRUEGER_3GS;20000;2713919;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);33381;3799;Brettach;Rhein;Rhein;49.2273784;9.36403713
DEIZISAU                                                    ;BW;3526598;5397574;GAUSS_KRUEGER_3GS;23300;1269130;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);4823;381;Neckar;Rhein;Rhein;48.7151552;9.36042039
Tarp;SH;3526700;6059985;GAUSS_KRUEGER_3GS;6100;447900;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);6584;1478;Treene;Eider;Eider;54.66867634;9.41277225
SKA ZV BUCHENBACHTAL                                        ;BW;3526834;5418802;GAUSS_KRUEGER_3GS;35300;3362586;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);49094;2354;Buchenbach;Rhein;Rhein;48.90603009;9.36501042
2554032001 KA Boffzen;NI;3526899;5735787;GAUSS_KRUEGER_3GS;9500;268000;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);1083.9;547;Weser;Weser;Weser;51.75564476;9.38848922
Homberg (Efze);HE;3527090;5654280;GAUSS_KRUEGER_3GS;19000;1227427;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);15723.33;785.55;Efze;Weser;Weser;51.02304405;9.38504606
Homberg (Efze);RI;3527090;5654280;GAUSS_KRUEGER_3GS;19000;1227427;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);15723.33;785.55;Efze;Weser;Weser;51.02304405;9.38504606
2564072037 KA Steimbke;NI;3527091;5836657;GAUSS_KRUEGER_3GS;8600;307200;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);675.4;110.5;Steimbker Dorfgraben;Weser;Weser;52.66213906;9.39933639
Höxter;NW;3527230;5739387;GAUSS_KRUEGER_3GS;40000;2982968;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);39691;3068;Weser;Weser;Weser;51.7879837;9.39356474
Ellingstedt;SH;3527306;6037756;GAUSS_KRUEGER_3GS;2570;129896;Zweitbehandlung;0;0;0;0;0;0;0;0;(null);1939;574;Ellingstedter-Graben;Eider;Eider;54.46895505;9.4200985
Glückstadt-Nord;SH;3527395;5964035;GAUSS_KRUEGER_3GS;20000;1001183;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);3784;230;Elbe (in Schleswig-Holstein);Elbe;Elbe;53.80664867;9.41477562
Beidenfleth;SH;3527449;5970307;GAUSS_KRUEGER_3GS;3000;132095;weitergehende Beh.;1;0;0;0;0;0;0;0;(null);301;83;Stör;Elbe;Elbe;53.8629955;9.41615568
2574032010 KA Haste;NI;3527622;5805508;GAUSS_KRUEGER_3GS;8500;587286;weitergehende Beh.;1;0;0;0;0;0;0;0;(null);674.8105587;1802.020785;Haster Waldbach;Weser;Weser;52.3821962;9.40459773
Hofgeismar;HE;3527625;5708525;GAUSS_KRUEGER_3GS;25000;2246442;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);21116.55;1797.15;Esse;Weser;Weser;51.51058857;9.39685389
Hofgeismar;RI;3527625;5708525;GAUSS_KRUEGER_3GS;25000;2246442;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);21116.55;1797.15;Esse;Weser;Weser;51.51058857;9.39685389
2520022006 KA Eimbeckhausen;NI;3527680;5789480;GAUSS_KRUEGER_3GS;9000;464000;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);1206.4;1020.8;(null);Weser;Weser;52.23815469;9.4041323
SKA WINNENDEN - ZIPFELBACHTAL                            ;BW;3527773;5415765;GAUSS_KRUEGER_3GS;32300;1567398;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);20690;1254;Zipfelbach;Rhein;Rhein;48.87868015;9.37761307
AICHWALD - SCHANBACH                                        ;BW;3527811;5402836;GAUSS_KRUEGER_3GS;3600;362700;weitergehende Beh.;0;1;0;0;0;0;0;0;(null);8886;363;Strümpfelbach;Rhein;Rhein;48.76241958;9.37725749
Oeversee;SH;3527812;6061777;GAUSS_KRUEGER_3GS;2500;(null);Zweitbehandlung;0;0;0;0;0;0;0;0;(null);(null);(null);Treene;Eider;Eider;54.68471388;9.43017743
Freiensteinau / Nieder-Moos;HE;3527836;5593550;GAUSS_KRUEGER_3GS;2400;423403;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);1134.72;630.87;Moosbach;Weser;Weser;50.47710034;9.39109693
Freiensteinau / Nieder-Moos;RI;3527836;5593550;GAUSS_KRUEGER_3GS;2400;423403;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);1134.72;630.87;Moosbach;Weser;Weser;50.47710034;9.39109693
SKA WEINSTADT                                               ;BW;3527867;5408702;GAUSS_KRUEGER_3GS;95000;4087399;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);27386;2452;Rems;Rhein;Rhein;48.81516503;9.37841558
SKA UNTERSIGGINGEN                                          ;BW;3527871;5293251;GAUSS_KRUEGER_3GS;5900;724059;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);3765;362;Deggenhauser Aach;Rhein;Rhein;47.77692254;9.37087463
Hanerau-Hademarschen;SH;3527968;6000172;GAUSS_KRUEGER_3GS;8000;189899;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);418;209;Viehbach;Elbe;Elbe;54.13127774;9.4267894
SKA ST. JOHANN-DEGENTAL                                     ;BW;3527983;5363789;GAUSS_KRUEGER_3GS;13670;704920;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);2538;352;Gächinger Lauter;Donau (normales Gebiet);Donau (normales Gebiet);48.4112836;9.37697584
ZV WENDLINGEN                                               ;BW;3528150;5394150;GAUSS_KRUEGER_3GS;170213;15331374;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);160979;10732;Neckar;Rhein;Rhein;48.68429775;9.38127765
SKA HOHENTENGEN                                             ;BW;3528400;5323715;GAUSS_KRUEGER_3GS;7000;595463;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);10718;953;Ostrach;Donau (normales Gebiet);Donau (normales Gebiet);48.05087817;9.37993181
3594032024 KA Bockholt;NI;3528522;5919622;GAUSS_KRUEGER_3GS;6000;204927;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);410;109;Aue;Elbe;Elbe;53.40755266;9.42781897
Hofgeismar / Hümme;HE;3528560;5713080;GAUSS_KRUEGER_3GS;2000;107395;Zweitbehandlung;0;0;0;0;0;0;0;0;(null);2770.79;161.09;Esse;Weser;Weser;51.55148148;9.41069031
Hofgeismar / Hümme;RI;3528560;5713080;GAUSS_KRUEGER_3GS;2000;107395;Zweitbehandlung;0;0;0;0;0;0;0;0;(null);2770.79;161.09;Esse;Weser;Weser;51.55148148;9.41069031
Trendelburg / Deisel;HE;3528583;5718719;GAUSS_KRUEGER_3GS;7300;452154;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);994.73;782.22;Diemel;Weser;Weser;51.60216197;9.41148012
Trendelburg / Deisel;RI;3528583;5718719;GAUSS_KRUEGER_3GS;7300;452154;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);994.73;782.22;Diemel;Weser;Weser;51.60216197;9.41148012
Grebenstein;HE;3528690;5702290;GAUSS_KRUEGER_3GS;7700;576204;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);1210.02;1555.75;Esse;Weser;Weser;51.45449593;9.41168832
Grebenstein;RI;3528690;5702290;GAUSS_KRUEGER_3GS;7700;576204;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);1210.02;1555.75;Esse;Weser;Weser;51.45449593;9.41168832
Flensburg;SH;3528753;6075163;GAUSS_KRUEGER_3GS;224000;10091932;weitergehende Beh.;1;1;0;0;0;1;0;0;(null);73671;1312;Ostsee;Ostsee direkt;Schlei/Trave;54.80490698;9.44609132
Calden;HE;3528860;5698060;GAUSS_KRUEGER_3GS;4400;549627;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);3363.72;2313.93;Calde;Weser;Weser;51.41646802;9.41378984
Calden;RI;3528860;5698060;GAUSS_KRUEGER_3GS;4400;549627;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);3363.72;2313.93;Calde;Weser;Weser;51.41646802;9.41378984
SKA ASPACH - KLÖPFERBACHTAL;BW;3529009;5424220;GAUSS_KRUEGER_3GS;13000;1598535;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);8472;1758;Klöpferbach;Rhein;Rhein;48.95465058;9.39506297
SKA Immenstaad                                              ;BW;3529268;5281537;GAUSS_KRUEGER_3GS;50000;3208328;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);37858;642;Bodensee;Rhein;Rhein;47.67150745;9.38873005
AICHWALD-AICHELBERG                                         ;BW;3529294;5404846;GAUSS_KRUEGER_3GS;4000;421000;weitergehende Beh.;0;1;0;0;0;0;0;0;(null);9936;421;NN-CC3;Rhein;Rhein;48.78042602;9.39757126
SKA BACKNANG - NEUSCHÖNTAL                 ;BW;3529349;5422114;GAUSS_KRUEGER_3GS;67000;4155640;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);61503;2493;Murr;Rhein;Rhein;48.93569765;9.39955393
AICHWALD - AICHSCHIESS                                      ;BW;3529703;5401959;GAUSS_KRUEGER_3GS;5200;482200;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);1929;434;Krümmhärtlesbach;Rhein;Rhein;48.75444634;9.40292857
SKA WIDDERN                                                 ;BW;3529709;5464892;GAUSS_KRUEGER_3GS;2600;264926;Zweitbehandlung;0;0;0;0;0;0;0;0;(null);4742;344;Jagst;Rhein;Rhein;49.32032305;9.40761001
Lauterbach (Hessen);HE;3529922;5611714;GAUSS_KRUEGER_3GS;60000;4319960;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);34386.88;4795.15;Lauter;Weser;Weser;50.6402806;9.42194033
Lauterbach (Hessen);RI;3529922;5611714;GAUSS_KRUEGER_3GS;60000;4319960;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);34386.88;4795.15;Lauter;Weser;Weser;50.6402806;9.42194033
Schuby;SH;3530104;6044154;GAUSS_KRUEGER_3GS;3830;196561;Zweitbehandlung;0;0;0;0;0;0;0;0;(null);7135;694;Puckholmbek;Eider;Eider;54.52627204;9.46390457
SKA REMSHALDEN - GRUNBACH                              ;BW;3530113;5408474;GAUSS_KRUEGER_3GS;25000;2345771;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);19235;1173;Rems;Rhein;Rhein;48.81301039;9.40898003
Baunatal / Kirchbauna;HE;3530210;5678236;GAUSS_KRUEGER_3GS;40000;3772856;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);25730.87;2791.91;Bauna;Weser;Weser;51.23821664;9.43151742
Baunatal / Kirchbauna;RI;3530210;5678236;GAUSS_KRUEGER_3GS;40000;3772856;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);25730.87;2791.91;Bauna;Weser;Weser;51.23821664;9.43151742
Felsberg;HE;3530440;5667260;GAUSS_KRUEGER_3GS;18500;2479247;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);25635.41;2107.35;Eder;Weser;Weser;51.13954808;9.43388223
Felsberg;RI;3530440;5667260;GAUSS_KRUEGER_3GS;18500;2479247;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);25635.41;2107.35;Eder;Weser;Weser;51.13954808;9.43388223
2550232001 KA Holzminden;NI;3530596;5745808;GAUSS_KRUEGER_3GS;340000;6014103;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);14108.6;4084;Weser;Weser;Weser;51.8455179;9.44291145
Steinau an der Straße;HE;3530665;5574980;GAUSS_KRUEGER_3GS;13500;2418202;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);6722.6;967.28;Kinzig;Rhein;Rhein;50.31002232;9.42943754
Steinau an der Straße;RI;3530665;5574980;GAUSS_KRUEGER_3GS;13500;2418202;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);6722.6;967.28;Kinzig;Rhein;Rhein;50.31002232;9.42943754
2554062001 KA Polle/Brevörde;NI;3530699;5752766;GAUSS_KRUEGER_3GS;8000;282000;weitergehende Beh.;1;0;0;0;0;0;0;0;(null);1369.3;1586;Weser;Weser;Weser;51.90804592;9.4450244
Bad Karlshafen;RI;3530700;5723660;GAUSS_KRUEGER_3GS;6000;378146;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);790.32;1342.41;Weser;Weser;Weser;51.6464583;9.44246692
Bad Karlshafen;HE;3530700;5723660;GAUSS_KRUEGER_3GS;6000;378146;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);790.32;1342.41;Weser;Weser;Weser;51.6464583;9.44246692
Ahnatal / Heckershausen;RI;3530830;5692540;GAUSS_KRUEGER_3GS;10000;1139362;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);4101.7;2278.72;Ahne;Weser;Weser;51.36675041;9.44162841
