Name KA;Bundesland;Rechtswert;Hochwert;Koordinatensystem;Ausbaugröße;Jahresabwassermenge [m^3/a];Abwassereinigung;pl_n_tech;pl_p_tech;pl_uv;pl_chlorination;pl_ozonation;pl_sand_filtration;pl_micro_filtration;pl_other;pl_other_comment;N-Ablauffracht [kg/a];P-Ablauffracht [kg/a];Einleitgewässer;Flusseinzugsgebiet;Flussgebietseinheit;lat;long
3574062068 KA Sottrum;NI;3513950;5884074;GAUSS_KRUEGER_3GS;14600;23163;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);2985.683773;368.1057692;Wümme;Weser;Weser;53.08872473;9.20714728
2564012048 KA Eystrup;NI;3513952;5849488;GAUSS_KRUEGER_3GS;14000;360000;weitergehende Beh.;1;1;0;0;0;1;0;0;(null);688.1;109;WESER;Weser;Weser;52.77793829;9.20569073
2560222043 KA Nienburg;NI;3514089;5835534;GAUSS_KRUEGER_3GS;160000;2490368;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);29631;996;WESER;Weser;Weser;52.65254087;9.20712314
Willingshausen / Wasenberg;HE;3514180;5637220;GAUSS_KRUEGER_3GS;2400;193490;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);783.63;464.37;Leimbach;Weser;Weser;50.87015475;9.20038459
Willingshausen / Wasenberg;RI;3514180;5637220;GAUSS_KRUEGER_3GS;2400;193490;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);783.63;464.37;Leimbach;Weser;Weser;50.87015475;9.20038459
3520222025 KA Hemmoor;NI;3514228;5949412;GAUSS_KRUEGER_3GS;21200;561730;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);1544.8;325.8;Oste;Elbe;Elbe;53.67579352;9.21423724
Ostenfeld;SH;3514352;6037563;GAUSS_KRUEGER_3GS;2700;(null);Zweitbehandlung;0;0;0;0;0;0;0;0;(null);(null);(null);Mildau;Eider;Eider;54.467753;9.22029564
Naumburg / Elbenberg;HE;3514360;5676460;GAUSS_KRUEGER_3GS;6500;507214;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);1100.65;1191.95;Elbe;Weser;Weser;51.22287084;9.20449282
Naumburg / Elbenberg;RI;3514360;5676460;GAUSS_KRUEGER_3GS;6500;507214;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);1100.65;1191.95;Elbe;Weser;Weser;51.22287084;9.20449282
Norder-Süderstapel;SH;3514389;6025806;GAUSS_KRUEGER_3GS;2900;117271;Zweitbehandlung;0;0;0;0;0;0;0;0;(null);2111;915;Treene;Eider;Eider;54.36213105;9.22029524
Neuental / Bischhausen;HE;3514390;5653590;GAUSS_KRUEGER_3GS;3800;274976;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);1308.88;489.45;Schwalm;Weser;Weser;51.01729881;9.20401246
Neuental / Bischhausen;RI;3514390;5653590;GAUSS_KRUEGER_3GS;3800;274976;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);1308.88;489.45;Schwalm;Weser;Weser;51.01729881;9.20401246
SKA FREIBERG - FREIBERG A.N.                                ;BW;3514396;5422666;GAUSS_KRUEGER_3GS;25000;1716828;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);20259;1889;Neckar;Rhein;Rhein;48.94118786;9.19548292
SKA PLEIDELSHEIM - PLEIDELSHEIM                             ;BW;3514628;5424998;GAUSS_KRUEGER_3GS;10000;751122;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);11267;1127;Riedbach;Rhein;Rhein;48.9621519;9.19873313
SKA MUNDELSHEIM - Mundelsheim                               ;BW;3514695;5429605;GAUSS_KRUEGER_3GS;8300;789489;weitergehende Beh.;1;0;0;0;0;0;0;0;(null);7026;1026;Neckar;Rhein;Rhein;49.00357644;9.19981378
SKA VERINGENDORF                                            ;BW;3514840;5334925;GAUSS_KRUEGER_3GS;18300;1094138;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);9300;1641;Lauchert;Donau (normales Gebiet);Donau (normales Gebiet);48.15215131;9.19843419
Großenwiehe;SH;3514882;6062618;GAUSS_KRUEGER_3GS;4670;209329;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);998;1197;Linnau;Eider;Eider;54.69281719;9.22974078
2564022027 KA Drakenburg;NI;3514960;5840700;GAUSS_KRUEGER_3GS;18000;913183;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);4931.2;639;WESER;Weser;Weser;52.69894071;9.22022787
3610122003 KA Verden;NI;3515000;5867300;GAUSS_KRUEGER_3GS;120000;3299825;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);20232.05203;910.2017292;Aller;Weser;Weser;52.93796896;9.22204027
2560252040 KA Rehburg;NI;3515015;5815864;GAUSS_KRUEGER_3GS;28000;1334789;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);1148.1;868;Steinhuder Meerbach;Weser;Weser;52.47575247;9.21991616
3610032005 KA Dörverden;NI;3515081;5857610;GAUSS_KRUEGER_3GS;12500;559896;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);2892.796;335.00444;Weser;Weser;Weser;52.85089282;9.22279589
SKA ELT-Auerbach                                            ;BW;3515157;5473983;GAUSS_KRUEGER_3GS;3000;385222;weitergehende Beh.;1;0;0;0;0;0;0;0;(null);2889;886;Elz;Rhein;Rhein;49.40259677;9.20779512
2520072004 KA Hessisch Oldendorf;NI;3515263;5782234;GAUSS_KRUEGER_3GS;60000;1152000;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);3686.4;345.6;Weser;Weser;Weser;52.17351886;9.22204083
SKA LIB-Limbach                                             ;BW;3515368;5479461;GAUSS_KRUEGER_3GS;2300;383276;weitergehende Beh.;1;0;0;0;0;0;0;0;(null);5404;767;Lautzenklinge;Rhein;Rhein;49.45184577;9.21091347
Marienmünster. Vörden;NW;3515399;5742107;GAUSS_KRUEGER_3GS;5500;437575;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);2956;706;Brucht;Weser;Weser;51.81288047;9.22222788
Willingshausen / Merzhausen;RI;3515470;5635300;GAUSS_KRUEGER_3GS;2500;287710;Zweitbehandlung;0;0;0;0;0;0;0;0;(null);4076.85;983.96;Antreff;Weser;Weser;50.85286274;9.21862917
Willingshausen / Merzhausen;HE;3515470;5635300;GAUSS_KRUEGER_3GS;2500;287710;Zweitbehandlung;0;0;0;0;0;0;0;0;(null);4076.85;983.96;Antreff;Weser;Weser;50.85286274;9.21862917
SKA HOHENECK - LUDWIGSBURG/HOHENECK                         ;BW;3515553;5420333;GAUSS_KRUEGER_3GS;167000;7096308;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);84446;4258;Neckar;Rhein;Rhein;48.9201815;9.21118776
SKA KORNWESTHEIM - KORNWESTHEIM                             ;BW;3515706;5414043;GAUSS_KRUEGER_3GS;41000;2892528;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);39049;2025;Holzbach;Rhein;Rhein;48.86361721;9.21303482
SKA HEILBRONN                                               ;BW;3515865;5449446;GAUSS_KRUEGER_3GS;500000;26121200;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);208970;13061;Neckar;Rhein;Rhein;49.18195436;9.21658012
SKA REUTLINGEN-NORD                                         ;BW;3515929;5379450;GAUSS_KRUEGER_3GS;79000;4639157;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);59845;4175;Neckar;Rhein;Rhein;48.55253725;9.21474605
Zierenberg / Oberelsungen;HE;3515970;5693440;GAUSS_KRUEGER_3GS;2600;249460;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);4190.93;556.3;Dase;Weser;Weser;51.37545113;9.22829603
Zierenberg / Oberelsungen;RI;3515970;5693440;GAUSS_KRUEGER_3GS;2600;249460;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);4190.93;556.3;Dase;Weser;Weser;51.37545113;9.22829603
SKA ZV UNTERES SULMTAL  NECKARSULM;BW;3515978;5452146;GAUSS_KRUEGER_3GS;140000;10935734;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);80924;4374;Sulm;Rhein;Rhein;49.20622893;9.21823698
AZV OBERES LAUCHERTTAL. MÄGERKINGEN                         ;BW;3516049;5349092;GAUSS_KRUEGER_3GS;24900;3206300;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);63805;2244;Lauchert;Donau (normales Gebiet);Donau (normales Gebiet);48.27952874;9.2152161
Warburg. Daseburg -NEU-;NW;3516140;5709351;GAUSS_KRUEGER_3GS;12000;1215501;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);6229;499;Eggel;Weser;Weser;51.51845618;9.23146109
FILDERSTADT - BONLANDEN                                     ;BW;3516228;5388955;GAUSS_KRUEGER_3GS;24000;2371280;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);28218;711;Bombach;Rhein;Rhein;48.63800398;9.21916573
SKA HÖPFIGHEIM - STEINHEIM/HÖPFIGHEIM                       ;BW;3516422;5426714;GAUSS_KRUEGER_3GS;2500;349772;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);3778;595;Beutenmühlebach;Rhein;Rhein;48.97753735;9.22330101
SKA ZV GKA SCHOZACHTAL  ILSFELD;BW;3516594;5435129;GAUSS_KRUEGER_3GS;35000;4024959;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);42665;2012;Schozach;Rhein;Rhein;49.05319988;9.22599312
SKA GAMMERTINGEN                                            ;BW;3516690;5344540;GAUSS_KRUEGER_3GS;13800;780526;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);10459;937;Lauchert;Donau (normales Gebiet);Donau (normales Gebiet);48.23857561;9.22367376
AZV OBERES ECHAZTAL. PFULLINGEN;BW;3516721;5371452;GAUSS_KRUEGER_3GS;55555;8007918;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);70470;3203;Arbach;Rhein;Rhein;48.48059326;9.22515494
Burg;SH;3516786;5984066;GAUSS_KRUEGER_3GS;9500;261911;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);854;126;Burger Au (Büttler Kanal);Elbe;Elbe;53.98706568;9.25483952
 SKA Mittelstadt;BW;3516831;5381196;GAUSS_KRUEGER_3GS;22500;1454990;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);17605;1018;Neckar;Rhein;Rhein;48.56821491;9.22703433
SKA SCHÖNACH                                                ;BW;3516878;5302632;GAUSS_KRUEGER_3GS;2400;224015;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);1210;112;Furtbach;Rhein;Rhein;47.86167317;9.22456102
STGT-PLIENINGEN                                             ;BW;3517056;5397042;GAUSS_KRUEGER_3GS;133000;6918800;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);66420;2768;Körsch;Rhein;Rhein;48.71070398;9.23073222
SKA SIGMARINGEN                                             ;BW;3517138;5326404;GAUSS_KRUEGER_3GS;26000;1957998;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);24279;1762;Nebenarm;Donau (normales Gebiet);Donau (normales Gebiet);48.07546151;9.228978
Gedern / Nieder-Seemen;HE;3517297;5582752;GAUSS_KRUEGER_3GS;2500;626031;Zweitbehandlung;0;0;0;0;0;0;0;0;(null);9327.86;1389.79;Seemenbach;Rhein;Rhein;50.38043403;9.24213099
Gedern / Nieder-Seemen;RI;3517297;5582752;GAUSS_KRUEGER_3GS;2500;626031;Zweitbehandlung;0;0;0;0;0;0;0;0;(null);9327.86;1389.79;Seemenbach;Rhein;Rhein;50.38043403;9.24213099
3594082020 KA Oldendorf;NI;3517346;5939255;GAUSS_KRUEGER_3GS;4400;166000;weitergehende Beh.;0;1;0;0;0;0;0;0;(null);2241;464;Oldendorfer Bach;Elbe;Elbe;53.58444071;9.26085347
Brakel. Hembsen;NW;3517473;5730922;GAUSS_KRUEGER_3GS;4000;107059;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);161;117;Nethe;Weser;Weser;51.71229273;9.25173923
Lügde.Elbrinxen;NW;3517576;5753670;GAUSS_KRUEGER_3GS;3100;355559;weitergehende Beh.;1;0;0;0;0;0;0;0;(null);2766;574;Wörmke;Weser;Weser;51.91673884;9.25438274
SKA OEDHEIM                                                 ;BW;3517583;5456157;GAUSS_KRUEGER_3GS;9500;634740;weitergehende Beh.;1;0;0;0;0;0;0;0;(null);3935;1587;Kocher;Rhein;Rhein;49.24225047;9.24043763
SKA UHLDINGEN                                               ;BW;3517631;5288080;GAUSS_KRUEGER_3GS;58000;5254269;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);72509;1051;Bodensee;Rhein;Rhein;47.73077492;9.23403679
Tellingstedt;SH;3517668;6010595;GAUSS_KRUEGER_3GS;4000;173505;Zweitbehandlung;0;0;0;0;0;0;0;0;(null);7166;312;Tielenau;Eider;Eider;54.22537516;9.26983694
Hauptklärwerk Mühlhausen                       ;BW;3517743;5412075;GAUSS_KRUEGER_3GS;1200000;71947440;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);899343;43168;Neckar;Rhein;Rhein;48.84586597;9.24071255
Willingshausen / Loshausen;HE;3517780;5639200;GAUSS_KRUEGER_3GS;3060;221647;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);1844.1;461.02;Alte Schwalm;Weser;Weser;50.88785379;9.25162142
Willingshausen / Loshausen;RI;3517780;5639200;GAUSS_KRUEGER_3GS;3060;221647;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);1844.1;461.02;Alte Schwalm;Weser;Weser;50.88785379;9.25162142
SKA PFULLENDORF                                             ;BW;3517905;5310591;GAUSS_KRUEGER_3GS;18000;1556351;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);17275;1712;Kehlbach;Donau (normales Gebiet);Donau (normales Gebiet);47.93322616;9.23861461
Albersdorf;SH;3517920;6001687;GAUSS_KRUEGER_3GS;8300;231056;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);693;69;Westerau;Elbe;Elbe;54.1453372;9.27316971
Biebergemünd / Wirtheim;HE;3517928;5565245;GAUSS_KRUEGER_3GS;6000;661052;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);4501.76;1196.5;Kinzig;Rhein;Rhein;50.2230286;9.25017362
Biebergemünd / Wirtheim;RI;3517928;5565245;GAUSS_KRUEGER_3GS;6000;661052;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);4501.76;1196.5;Kinzig;Rhein;Rhein;50.2230286;9.25017362
SKA BIL-Allfeld Schefflenztal                               ;BW;3517998;5463598;GAUSS_KRUEGER_3GS;19000;3065552;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);37706;2146;Schefflenz;Rhein;Rhein;49.30914428;9.24647028
NECKARTENZLINGEN;BW;3518094;5384324;GAUSS_KRUEGER_3GS;17500;1656885;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);23693;1657;Neckar;Rhein;Rhein;48.59630863;9.24428309
Borken (Hessen) / Trockenerfurth;HE;3518280;5656340;GAUSS_KRUEGER_3GS;4600;448409;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);3318.23;582.93;Olmes;Weser;Weser;51.0419078;9.25958596
Borken (Hessen) / Trockenerfurth;RI;3518280;5656340;GAUSS_KRUEGER_3GS;4600;448409;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);3318.23;582.93;Olmes;Weser;Weser;51.0419078;9.25958596
SKA NEUDENAU - HERBOLZHEIM;BW;3518356;5459472;GAUSS_KRUEGER_3GS;2000;263661;weitergehende Beh.;1;0;0;0;0;0;0;0;(null);3823;554;Jagst;Rhein;Rhein;49.27203482;9.25120464
SKA KRAUCHENWIES                                            ;BW;3518371;5321060;GAUSS_KRUEGER_3GS;9500;854805;weitergehende Beh.;1;0;0;0;0;0;0;0;(null);13420;3163;Ablach;Donau (normales Gebiet);Donau (normales Gebiet);48.02736646;9.24529623
Bad Emstal / Merxhausen;HE;3518460;5676210;GAUSS_KRUEGER_3GS;8700;685844;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);4780.33;2304.43;Ems;Weser;Weser;51.22050619;9.26316766
Bad Emstal / Merxhausen;RI;3518460;5676210;GAUSS_KRUEGER_3GS;8700;685844;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);4780.33;2304.43;Ems;Weser;Weser;51.22050619;9.26316766
2574022013 KA Lindhorst;NI;3518527;5803615;GAUSS_KRUEGER_3GS;15000;735482;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);1416.783493;615.1081127;HESSBACH;Weser;Weser;52.36556728;9.27092455
FILDERSTADT - SIELMINGEN                                    ;BW;3518532;5393610;GAUSS_KRUEGER_3GS;51100;2621467;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);27525;1049;Sulzbach;Rhein;Rhein;48.67980012;9.25063458
SKA HÄLDENMÜHLE - MARBACH A.N.                              ;BW;3518534;5423717;GAUSS_KRUEGER_3GS;80000;5522482;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);46941;5522;Murr;Rhein;Rhein;48.95052888;9.25201542
Borgentreich. Borgholz;NW;3518947;5720355;GAUSS_KRUEGER_3GS;4000;304880;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);2098;273;Jordan;Rhein;Rhein;51.61727161;9.27249258
ZV BEMPFLINGEN-RIEDERICH                                    ;BW;3519140;5382371;GAUSS_KRUEGER_3GS;13000;1245980;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);10217;748;Erms;Rhein;Rhein;48.57871524;9.25837422
SKA POPPENWEILER - LUDWIGSBURG/POPPENWEILER                 ;BW;3519158;5418141;GAUSS_KRUEGER_3GS;31000;1576243;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);20806;788;Zipfelbach;Rhein;Rhein;48.90037028;9.26027386
Lügde.Rischenau;NW;3519273;5750322;GAUSS_KRUEGER_3GS;3200;332317;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);3486;503;Ilsenbach;Weser;Weser;51.88659279;9.27885921
SKA NEUDENAU                                                ;BW;3519365;5461478;GAUSS_KRUEGER_3GS;4000;294979;Zweitbehandlung;0;0;0;0;0;0;0;0;(null);4720;796;Jagst;Rhein;Rhein;49.29004074;9.26516639
3574082059 KA Zeven;NI;3519500;5908900;GAUSS_KRUEGER_3GS;100000;2401859;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);14342.10055;4722.655259;Aue-Mehde;Elbe;Elbe;53.31162351;9.29149773
2520032012 KA Bad Pyrmont;NI;3519728;5760781;GAUSS_KRUEGER_3GS;65000;4150000;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);29880;1784.5;Emmer;Weser;Weser;51.98057588;9.28606692
Handewitt;SH;3519764;6070589;GAUSS_KRUEGER_3GS;7000;335971;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);1740;833;Meynau;Eider;Eider;54.76425361;9.30599262
Schrecksbach / Röllshausen;HE;3519840;5636150;GAUSS_KRUEGER_3GS;3500;297932;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);223.44;455.83;Schwalm;Weser;Weser;50.86037039;9.28073129
Schrecksbach / Röllshausen;RI;3519840;5636150;GAUSS_KRUEGER_3GS;3500;297932;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);223.44;455.83;Schwalm;Weser;Weser;50.86037039;9.28073129
Biebergemünd / Lanzingen;HE;3519883;5560778;GAUSS_KRUEGER_3GS;5800;930344;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);5051.76;1237.35;Bieber;Rhein;Rhein;50.18280771;9.27733516
Biebergemünd / Lanzingen;RI;3519883;5560778;GAUSS_KRUEGER_3GS;5800;930344;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);5051.76;1237.35;Bieber;Rhein;Rhein;50.18280771;9.27733516
OSTFILDERN - NELLINGEN/PARKSIEDLUNG II                      ;BW;3519887;5399734;GAUSS_KRUEGER_3GS;4700;152980;Zweitbehandlung;0;0;0;0;0;0;0;0;(null);4299;811;Mühlbach;Rhein;Rhein;48.73482791;9.26932849
Alsfeld;HE;3520138;5624851;GAUSS_KRUEGER_3GS;42600;2095644;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);8592.14;1886.07;Schwalm;Weser;Weser;50.75879215;9.28434537
Alsfeld;RI;3520138;5624851;GAUSS_KRUEGER_3GS;42600;2095644;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);8592.14;1886.07;Schwalm;Weser;Weser;50.75879215;9.28434537
SKA FRICKINGEN                                              ;BW;3520224;5296329;GAUSS_KRUEGER_3GS;9999;767331;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);9668;460;Seefelder Aach;Rhein;Rhein;47.80488952;9.26898572
AZV Ermstal. Metzingen                                  ;BW;3520255;5379536;GAUSS_KRUEGER_3GS;120000;11166865;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);99385;5583;Erms;Rhein;Rhein;48.55318643;9.27334762
Schauenburg / Breitenbach;HE;3520460;5681860;GAUSS_KRUEGER_3GS;4900;645445;Zweitbehandlung;0;0;0;0;0;0;0;0;(null);8765.14;1891.15;Ems;Weser;Weser;51.27122284;9.29211637
Schauenburg / Breitenbach;RI;3520460;5681860;GAUSS_KRUEGER_3GS;4900;645445;Zweitbehandlung;0;0;0;0;0;0;0;0;(null);8765.14;1891.15;Ems;Weser;Weser;51.27122284;9.29211637
SKA NECKARREMS - Remseck;BW;3520491;5415751;GAUSS_KRUEGER_3GS;16000;717380;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);13989;1004;Neckar;Rhein;Rhein;48.87883672;9.27833545
Wächtersbach;HE;3520679;5567538;GAUSS_KRUEGER_3GS;30000;5304511;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);14958.72;3394.88;Kinzig;Rhein;Rhein;50.2435531;9.28884704
Wächtersbach;RI;3520679;5567538;GAUSS_KRUEGER_3GS;30000;5304511;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);14958.72;3394.88;Kinzig;Rhein;Rhein;50.2435531;9.28884704
Neukirchen / Riebelsdorf;HE;3520800;5637970;GAUSS_KRUEGER_3GS;13500;1604671;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);9467.55;1283.73;Grenff;Weser;Weser;50.87669674;9.29446915
Neukirchen / Riebelsdorf;RI;3520800;5637970;GAUSS_KRUEGER_3GS;13500;1604671;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);9467.55;1283.73;Grenff;Weser;Weser;50.87669674;9.29446915
SKA SIGMARINGENDORF                                         ;BW;3520920;5325360;GAUSS_KRUEGER_3GS;11900;927396;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);7141;1484;Donau;Donau (normales Gebiet);Donau (normales Gebiet);48.06596015;9.27968052
ZV UNTERES AICHTAL - AICHTAL-GRÖTZINGEN                     ;BW;3520944;5388290;GAUSS_KRUEGER_3GS;22000;1582918;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);19786;1583;Aich;Rhein;Rhein;48.63188443;9.28312019
Fritzlar;HE;3520985;5665819;GAUSS_KRUEGER_3GS;28000;1433628;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);8816.81;1361.94;Eder;Weser;Weser;51.12701926;9.29870357
Fritzlar;RI;3520985;5665819;GAUSS_KRUEGER_3GS;28000;1433628;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);8816.81;1361.94;Eder;Weser;Weser;51.12701926;9.29870357
Zierenberg;HE;3521030;5693180;GAUSS_KRUEGER_3GS;5200;588600;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);806.38;941.76;Warme;Weser;Weser;51.37294975;9.3009502
Zierenberg;RI;3521030;5693180;GAUSS_KRUEGER_3GS;5200;588600;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);806.38;941.76;Warme;Weser;Weser;51.37294975;9.3009502
Borken (Hessen) / Gombeth;HE;3521040;5658910;GAUSS_KRUEGER_3GS;18000;1526939;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);3664.65;763.47;Schwalm;Weser;Weser;51.0649146;9.29908759
Borken (Hessen) / Gombeth;RI;3521040;5658910;GAUSS_KRUEGER_3GS;18000;1526939;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);3664.65;763.47;Schwalm;Weser;Weser;51.0649146;9.29908759
Erfde;SH;3521156;6020843;GAUSS_KRUEGER_3GS;4750;134458;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);740;67;Alte Sorge;Eider;Eider;54.31730876;9.32404077
WOLFSCHLUGEN                                                ;BW;3521265;5389723;GAUSS_KRUEGER_3GS;8300;1126852;weitergehende Beh.;1;0;0;0;0;0;0;0;(null);13860;3155;NN-IU1;Rhein;Rhein;48.64475983;9.28754833
SKA AZV UNTERES KOCHERTAL                                   ;BW;3521296;5457814;GAUSS_KRUEGER_3GS;22000;2720950;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);39454;5170;Kohlbach;Rhein;Rhein;49.25703196;9.29151614
OSTFILDERN - NELLINGEN/ORT                                  ;BW;3521307;5396166;GAUSS_KRUEGER_3GS;35000;2689139;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);35497;1882;Körsch;Rhein;Rhein;48.70269645;9.28844891
Habichtswald / Ehlen;HE;3521312;5688535;GAUSS_KRUEGER_3GS;6500;803661;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);2732.44;257.17;Warme;Weser;Weser;51.33118882;9.30472238
Habichtswald / Ehlen;RI;3521312;5688535;GAUSS_KRUEGER_3GS;6500;803661;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);2732.44;257.17;Warme;Weser;Weser;51.33118882;9.30472238
Alsfeld / Hattendorf;HE;3521330;5628934;GAUSS_KRUEGER_3GS;2000;298908;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);1629.04;523.08;Berfa;Weser;Weser;50.79545236;9.30147462
Alsfeld / Hattendorf;RI;3521330;5628934;GAUSS_KRUEGER_3GS;2000;298908;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);1629.04;523.08;Berfa;Weser;Weser;50.79545236;9.30147462
3594072026 KA Wischhafen;NI;3521398;5959247;GAUSS_KRUEGER_3GS;6600;352392;weitergehende Beh.;1;0;0;0;0;0;0;0;(null);7462;1689;Wischhafener Süderelbe;Elbe;Elbe;53.76391271;9.32341386
Beverungen. Dalhausen;NW;3521532;5722335;GAUSS_KRUEGER_3GS;6600;552348;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);2614;506;Bever;Weser;Weser;51.63497463;9.30993575
NECKARTAILFINGEN                                            ;BW;3521845;5386293;GAUSS_KRUEGER_3GS;7000;770174;weitergehende Beh.;1;0;0;0;0;0;0;0;(null);4236;1540;Neckar;Rhein;Rhein;48.61389576;9.29523891
2574072053 KA Sachsenhagen;NI;3521912;5808412;GAUSS_KRUEGER_3GS;15000;632415;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);1946.16416;164.5860038;Westaue II.Ordnung;Weser;Weser;52.40855143;9.32093119
Höxter. Ottbergen;NW;3521953;5730574;GAUSS_KRUEGER_3GS;8000;448365;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);1156;249;Nethe;Weser;Weser;51.70900777;9.31653378
Borgentreich. Alstertal;NW;3522017;5713101;GAUSS_KRUEGER_3GS;3513;363044;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);1198;224;Alster;Weser;Weser;51.55196281;9.31636213
GROSSBETTLINGEN                                             ;BW;3522028;5384075;GAUSS_KRUEGER_3GS;6000;623329;weitergehende Beh.;1;0;0;0;0;0;0;0;(null);7542;2119;Autmut;Rhein;Rhein;48.59394401;9.29760346
SKA FELLBACH - ERBACH;BW;3522176;5408569;GAUSS_KRUEGER_3GS;50000;2422055;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);18650;1695;Schüttelgraben;Rhein;Rhein;48.81419746;9.30092012
